user,item
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
1,95
1,96
1,97
1,98
1,99
1,100
1,101
1,102
1,103
1,104
1,105
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,138
1,139
1,140
1,141
1,142
1,143
1,144
2,45
2,47
2,58
2,59
2,64
2,66
2,71
2,145
2,146
2,147
2,148
2,149
2,150
2,151
2,152
2,153
2,154
2,155
2,156
2,157
2,158
2,159
2,160
2,161
2,162
2,163
2,164
2,165
2,166
2,167
2,168
2,169
2,170
2,171
2,172
2,173
2,174
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,184
2,185
2,186
2,187
3,47
3,148
3,167
3,176
3,184
3,188
3,189
3,190
3,191
3,192
3,193
3,194
3,195
3,196
3,197
3,198
3,199
3,200
3,201
3,202
3,203
3,204
3,205
3,206
3,207
3,208
3,209
3,210
3,211
3,212
3,213
3,214
3,215
3,216
3,217
3,218
3,219
3,220
3,221
3,222
3,223
3,224
3,225
3,226
3,227
3,228
3,229
3,230
3,231
3,232
4,71
4,233
4,234
4,235
4,236
4,237
4,238
4,239
4,240
4,241
4,242
4,243
4,244
4,245
4,246
4,247
4,248
4,249
4,250
4,251
4,252
4,253
4,254
4,255
4,256
4,257
4,258
4,259
4,260
4,261
4,262
4,263
4,264
4,265
4,266
4,267
4,268
4,269
4,270
4,271
4,272
4,273
4,274
4,275
4,276
4,277
4,278
4,279
4,280
4,281
5,49
5,61
5,83
5,251
5,282
5,283
5,284
5,285
5,286
5,287
5,288
5,289
5,290
5,291
5,292
5,293
5,294
5,295
5,296
5,297
5,298
5,299
5,300
5,301
5,302
5,303
5,304
5,305
5,306
5,307
5,308
5,309
5,310
5,311
5,312
5,313
5,314
5,315
5,316
5,317
5,318
5,319
5,320
5,321
5,322
5,323
5,324
5,325
5,326
5,327
6,65
6,83
6,91
6,245
6,251
6,259
6,282
6,283
6,285
6,286
6,289
6,290
6,292
6,294
6,296
6,305
6,317
6,328
6,329
6,330
6,331
6,332
6,333
6,334
6,335
6,336
6,337
6,338
6,339
6,340
6,341
6,342
6,343
6,344
6,345
6,346
6,347
6,348
6,349
6,350
6,351
6,352
6,353
6,354
6,355
6,356
6,357
6,358
6,359
6,360
7,7
7,361
7,362
7,363
7,364
7,365
7,366
7,367
7,368
7,369
7,370
7,371
7,372
7,373
7,374
7,375
7,376
7,377
7,378
7,379
7,380
7,381
7,382
7,383
7,384
7,385
7,386
7,387
7,388
7,389
7,390
7,391
7,392
7,393
7,394
7,395
7,396
7,397
7,398
7,399
7,400
7,401
7,402
7,403
7,404
7,405
7,406
7,407
7,408
7,409
8,148
8,153
8,190
8,193
8,194
8,202
8,211
8,213
8,219
8,222
8,223
8,410
8,411
8,412
8,413
8,414
8,415
8,416
8,417
8,418
8,419
8,420
8,421
8,422
8,423
8,424
8,425
8,426
8,427
8,428
8,429
8,430
8,431
8,432
8,433
8,434
8,435
8,436
8,437
8,438
8,439
8,440
8,441
8,442
8,443
8,444
8,445
8,446
8,447
8,448
9,61
9,83
9,151
9,224
9,228
9,282
9,283
9,286
9,288
9,289
9,294
9,295
9,298
9,300
9,319
9,321
9,323
9,338
9,343
9,449
9,450
9,451
9,452
9,453
9,454
9,455
9,456
9,457
9,458
9,459
9,460
9,461
9,462
9,463
9,464
9,465
9,466
9,467
9,468
9,469
9,470
9,471
9,472
9,473
9,474
9,475
9,476
9,477
9,478
9,479
10,66
10,183
10,185
10,224
10,282
10,294
10,327
10,338
10,371
10,372
10,399
10,401
10,460
10,480
10,481
10,482
10,483
10,484
10,485
10,486
10,487
10,488
10,489
10,490
10,491
10,492
10,493
10,494
10,495
10,496
10,497
10,498
10,499
10,500
10,501
10,502
10,503
10,504
10,505
10,506
10,507
10,508
10,509
10,510
10,511
10,512
10,513
10,514
10,515
10,516
11,49
11,61
11,83
11,167
11,222
11,286
11,289
11,292
11,293
11,294
11,296
11,304
11,310
11,312
11,319
11,322
11,327
11,338
11,343
11,346
11,372
11,455
11,460
11,492
11,517
11,518
11,519
11,520
11,521
11,522
11,523
11,524
11,525
11,526
11,527
11,528
11,529
11,530
11,531
11,532
11,533
11,534
11,535
11,536
11,537
11,538
11,539
11,540
11,541
11,542
12,543
12,544
12,545
12,546
12,547
12,548
12,549
12,550
12,551
12,552
12,553
12,554
12,555
12,556
12,557
12,558
12,559
12,560
12,561
12,562
12,563
12,564
12,565
12,566
12,567
12,568
12,569
12,570
12,571
12,572
12,573
12,574
12,575
12,576
12,577
12,578
12,579
12,580
12,581
12,582
12,583
12,584
12,585
12,586
12,587
12,588
12,589
12,590
12,591
12,592
13,63
13,148
13,153
13,191
13,197
13,199
13,206
13,209
13,212
13,216
13,221
13,227
13,260
13,423
13,505
13,593
13,594
13,595
13,596
13,597
13,598
13,599
13,600
13,601
13,602
13,603
13,604
13,605
13,606
13,607
13,608
13,609
13,610
13,611
13,612
13,613
13,614
13,615
13,616
13,617
13,618
13,619
13,620
13,621
13,622
13,623
13,624
13,625
13,626
13,627
14,83
14,155
14,340
14,380
14,526
14,628
14,629
14,630
14,631
14,632
14,633
14,634
14,635
14,636
14,637
14,638
14,639
14,640
14,641
14,642
14,643
14,644
14,645
14,646
14,647
14,648
14,649
14,650
14,651
14,652
14,653
14,654
14,655
14,656
14,657
14,658
14,659
14,660
14,661
14,662
14,663
14,664
14,665
14,666
14,667
14,668
14,669
14,670
14,671
14,672
15,50
15,61
15,83
15,223
15,224
15,282
15,283
15,286
15,292
15,294
15,300
15,318
15,319
15,338
15,397
15,455
15,458
15,460
15,492
15,520
15,522
15,532
15,538
15,542
15,673
15,674
15,675
15,676
15,677
15,678
15,679
15,680
15,681
15,682
15,683
15,684
15,685
15,686
15,687
15,688
15,689
15,690
15,691
15,692
15,693
15,694
15,695
15,696
15,697
15,698
16,50
16,59
16,65
16,66
16,82
16,157
16,168
16,184
16,214
16,221
16,224
16,372
16,383
16,505
16,527
16,699
16,700
16,701
16,702
16,703
16,704
16,705
16,706
16,707
16,708
16,709
16,710
16,711
16,712
16,713
16,714
16,715
16,716
16,717
16,718
16,719
16,720
16,721
16,722
16,723
16,724
16,725
16,726
16,727
16,728
16,729
16,730
16,731
16,732
16,733
17,50
17,82
17,135
17,157
17,195
17,498
17,506
17,734
17,735
17,736
17,737
17,738
17,739
17,740
17,741
17,742
17,743
17,744
17,745
17,746
17,747
17,748
17,749
17,750
17,751
17,752
17,753
17,754
17,755
17,756
17,757
17,758
17,759
17,760
17,761
17,762
17,763
17,764
17,765
17,766
17,767
17,768
17,769
17,770
17,771
17,772
17,773
17,774
17,775
17,776
18,49
18,61
18,65
18,83
18,282
18,283
18,286
18,287
18,289
18,292
18,293
18,294
18,296
18,300
18,304
18,312
18,319
18,346
18,455
18,459
18,460
18,470
18,517
18,525
18,529
18,537
18,654
18,668
18,673
18,675
18,680
18,695
18,777
18,778
18,779
18,780
18,781
18,782
18,783
18,784
18,785
18,786
18,787
18,788
18,789
18,790
18,791
18,792
18,793
18,794
19,406
19,497
19,508
19,795
19,796
19,797
19,798
19,799
19,800
19,801
19,802
19,803
19,804
19,805
19,806
19,807
19,808
19,809
19,810
19,811
19,812
19,813
19,814
19,815
19,816
19,817
19,818
19,819
19,820
19,821
19,822
19,823
19,824
19,825
19,826
19,827
19,828
19,829
19,830
19,831
19,832
19,833
19,834
19,835
19,836
19,837
19,838
19,839
19,840
19,841
20,6
20,66
20,146
20,153
20,157
20,175
20,214
20,220
20,221
20,227
20,414
20,430
20,505
20,593
20,609
20,701
20,842
20,843
20,844
20,845
20,846
20,847
20,848
20,849
20,850
20,851
20,852
20,853
20,854
20,855
20,856
20,857
20,858
20,859
20,860
20,861
20,862
20,863
20,864
20,865
20,866
20,867
20,868
20,869
20,870
20,871
20,872
20,873
20,874
20,875
21,49
21,61
21,83
21,151
21,161
21,223
21,251
21,252
21,279
21,282
21,283
21,285
21,289
21,292
21,294
21,295
21,296
21,304
21,310
21,327
21,334
21,419
21,431
21,520
21,683
21,684
21,703
21,777
21,780
21,876
21,877
21,878
21,879
21,880
21,881
21,882
21,883
21,884
21,885
21,886
21,887
21,888
21,889
21,890
21,891
21,892
21,893
21,894
21,895
21,896
22,49
22,61
22,83
22,149
22,151
22,282
22,283
22,284
22,286
22,287
22,288
22,289
22,290
22,296
22,302
22,303
22,304
22,305
22,308
22,312
22,319
22,322
22,323
22,325
22,343
22,344
22,346
22,348
22,449
22,453
22,456
22,463
22,470
22,478
22,525
22,537
22,695
22,777
22,791
22,897
22,898
22,899
22,900
22,901
22,902
22,903
22,904
22,905
22,906
22,907
23,5
23,23
23,505
23,701
23,712
23,832
23,908
23,909
23,910
23,911
23,912
23,913
23,914
23,915
23,916
23,917
23,918
23,919
23,920
23,921
23,922
23,923
23,924
23,925
23,926
23,927
23,928
23,929
23,930
23,931
23,932
23,933
23,934
23,935
23,936
23,937
23,938
23,939
23,940
23,941
23,942
23,943
23,944
23,945
23,946
23,947
23,948
23,949
23,950
23,951
24,45
24,61
24,146
24,166
24,177
24,322
24,342
24,417
24,457
24,542
24,608
24,635
24,638
24,683
24,695
24,697
24,720
24,852
24,908
24,952
24,953
24,954
24,955
24,956
24,957
24,958
24,959
24,960
24,961
24,962
24,963
24,964
24,965
24,966
24,967
24,968
24,969
24,970
24,971
24,972
24,973
24,974
24,975
24,976
24,977
24,978
24,979
24,980
24,981
24,982
25,45
25,53
25,55
25,66
25,79
25,85
25,94
25,187
25,360
25,896
25,983
25,984
25,985
25,986
25,987
25,988
25,989
25,990
25,991
25,992
25,993
25,994
25,995
25,996
25,997
25,998
25,999
25,1000
25,1001
25,1002
25,1003
25,1004
25,1005
25,1006
25,1007
25,1008
25,1009
25,1010
25,1011
25,1012
25,1013
25,1014
25,1015
25,1016
25,1017
25,1018
25,1019
25,1020
25,1021
25,1022
26,49
26,83
26,155
26,203
26,282
26,283
26,286
26,294
26,296
26,311
26,312
26,322
26,327
26,372
26,449
26,455
26,458
26,460
26,466
26,475
26,492
26,494
26,522
26,525
26,528
26,531
26,537
26,673
26,680
26,681
26,698
26,700
26,899
26,942
26,957
26,1023
26,1024
26,1025
26,1026
26,1027
26,1028
26,1029
26,1030
26,1031
26,1032
26,1033
26,1034
26,1035
26,1036
26,1037
27,83
27,184
27,222
27,223
27,224
27,228
27,282
27,283
27,285
27,289
27,294
27,298
27,309
27,312
27,315
27,319
27,327
27,338
27,349
27,449
27,450
27,455
27,459
27,465
27,475
27,492
27,515
27,532
27,640
27,673
27,674
27,681
27,784
27,899
27,942
27,957
27,1034
27,1038
27,1039
27,1040
27,1041
27,1042
27,1043
27,1044
27,1045
27,1046
27,1047
27,1048
27,1049
27,1050
28,27
28,49
28,50
28,53
28,61
28,66
28,71
28,153
28,221
28,232
28,283
28,509
28,528
28,597
28,748
28,866
28,871
28,950
28,963
28,992
28,1019
28,1051
28,1052
28,1053
28,1054
28,1055
28,1056
28,1057
28,1058
28,1059
28,1060
28,1061
28,1062
28,1063
28,1064
28,1065
28,1066
28,1067
28,1068
28,1069
28,1070
28,1071
28,1072
28,1073
28,1074
28,1075
28,1076
28,1077
28,1078
28,1079
29,66
29,82
29,148
29,149
29,153
29,164
29,167
29,184
29,190
29,194
29,197
29,211
29,214
29,221
29,224
29,228
29,371
29,412
29,422
29,423
29,435
29,441
29,487
29,527
29,593
29,614
29,799
29,842
29,848
29,866
29,1080
29,1081
29,1082
29,1083
29,1084
29,1085
29,1086
29,1087
29,1088
29,1089
29,1090
29,1091
29,1092
29,1093
29,1094
29,1095
29,1096
29,1097
29,1098
29,1099
30,50
30,146
30,177
30,182
30,227
30,412
30,601
30,608
30,626
30,955
30,959
30,968
30,1089
30,1100
30,1101
30,1102
30,1103
30,1104
30,1105
30,1106
30,1107
30,1108
30,1109
30,1110
30,1111
30,1112
30,1113
30,1114
30,1115
30,1116
30,1117
30,1118
30,1119
30,1120
30,1121
30,1122
30,1123
30,1124
30,1125
30,1126
30,1127
30,1128
30,1129
30,1130
30,1131
30,1132
30,1133
30,1134
30,1135
30,1136
31,0
31,47
31,53
31,64
31,66
31,157
31,167
31,190
31,193
31,214
31,219
31,220
31,221
31,223
31,384
31,391
31,410
31,412
31,424
31,435
31,505
31,593
31,616
31,711
31,842
31,950
31,1100
31,1137
31,1138
31,1139
31,1140
31,1141
31,1142
31,1143
31,1144
31,1145
31,1146
31,1147
31,1148
31,1149
31,1150
31,1151
31,1152
31,1153
31,1154
31,1155
31,1156
31,1157
31,1158
31,1159
32,180
32,206
32,438
32,911
32,955
32,1160
32,1161
32,1162
32,1163
32,1164
32,1165
32,1166
32,1167
32,1168
32,1169
33,39
33,192
33,203
33,224
33,327
33,424
33,458
33,464
33,475
33,482
33,487
33,491
33,494
33,531
33,534
33,681
33,759
33,770
33,796
33,799
33,807
33,957
33,1026
33,1034
33,1037
33,1038
33,1082
33,1170
33,1171
33,1172
33,1173
33,1174
33,1175
33,1176
33,1177
33,1178
33,1179
33,1180
33,1181
33,1182
33,1183
33,1184
33,1185
33,1186
33,1187
33,1188
33,1189
33,1190
33,1191
33,1192
34,151
34,221
34,227
34,368
34,559
34,572
34,593
34,625
34,836
34,866
34,1089
34,1103
34,1141
34,1193
34,1194
34,1195
34,1196
34,1197
34,1198
34,1199
34,1200
34,1201
34,1202
34,1203
34,1204
34,1205
34,1206
34,1207
34,1208
34,1209
34,1210
34,1211
34,1212
34,1213
34,1214
34,1215
34,1216
34,1217
34,1218
34,1219
34,1220
34,1221
34,1222
34,1223
34,1224
34,1225
34,1226
34,1227
34,1228
34,1229
35,50
35,59
35,82
35,83
35,170
35,176
35,181
35,184
