user,item
1125,17013
840,32934
1794,2250
5891,29688
2864,36198
46,6031
376,3911
2918,85161
290,4370
754,8864
528,32616
6204,51233
334,31185
3688,7184
1362,64538
5962,68511
5517,99416
1501,907
3129,48415
2069,11595
3927,92272
232,19140
1806,4782
1562,2102
176,2662
4021,5174
1163,4810
4705,96205
3442,4446
1652,6714
1055,6912
4479,2791
221,18070
4443,95016
62,7233
343,31492
4280,8873
4470,75345
1029,29621
440,38307
1806,71480
6247,49969
6359,34592
3997,92825
4177,71506
1004,55541
333,31131
271,25664
6263,84305
3927,23253
6193,21302
1378,8230
1331,4369
3348,88764
6713,56927
2174,14189
6102,19631
907,52670
3893,92017
1489,14875
4406,51446
2688,82195
6553,41460
1892,72429
3851,7668
4457,1069
6870,103759
2095,74962
126,12273
2890,921
6464,21750
271,25648
2575,81199
1232,48814
4758,58799
135,13240
1161,1815
2831,83800
1755,27087
5872,100725
1407,65581
4609,3048
6464,79310
2450,79470
260,24975
2378,2038
2826,2584
248,21706
679,31634
256,23108
6029,101339
750,48783
272,25846
720,47370
1363,64719
6443,77986
2354,14930
1584,68280
1348,64451
5114,98086
537,21299
229,18550
4796,62907
12,2417
3288,88485
320,29192
4350,44207
424,632
7087,66681
5697,100090
252,22220
1444,46511
902,52356
346,20644
5599,53702
3876,9913
1813,33832
135,13054
3141,490
574,42817
2394,78397
6692,42808
3794,38306
1765,70998
27,4434
2321,32473
1925,72756
5747,100233
2696,53220
1455,35965
1518,2766
495,40306
2412,1371
1120,10642
2855,51500
2943,10048
2249,76645
334,31192
6995,16634
499,40426
1618,68666
3370,74181
6014,64639
4713,96263
1262,43019
433,9873
889,51968
750,7583
1176,15646
2933,42992
1565,49211
199,16073
4994,91153
6988,70900
6050,51321
2590,34111
864,9254
7218,60211
46,6610
2658,12876
4029,27102
2378,58830
953,23008
5540,99456
5494,70285
1494,31700
6009,31793
143,13976
3851,91565
1600,68480
237,20063
2448,26376
6760,103454
241,20531
426,37575
1401,20716
6068,82491
1095,35151
772,38421
3771,63060
3653,37188
7112,51817
859,538
983,54929
336,31618
3745,26166
534,41443
2412,78665
2241,12485
256,17220
3040,40301
49,6747
160,6730
280,24354
3144,47802
411,36766
1083,2048
906,12871
4909,21638
5871,100713
2074,74691
2001,25289
332,24653
836,50925
1193,61430
566,42437
2394,78416
239,4812
1132,28312
4460,95118
1023,5736
452,1601
358,34142
1940,41247
856,51328
158,14472
1102,58548
2446,70723
15,3215
750,7753
4635,95875
386,14849
64,2648
2214,75934
2279,8860
4634,74097
1712,26427
5910,6754
1385,16973
3505,89589
1888,5216
404,36478
5660,4566
6637,5203
5309,98784
6345,4369
3801,46508
173,15112
1089,8007
4269,2467
5546,75435
8,1545
2880,632
2330,77567
411,19668
5245,14817
1274,58278
4420,490
255,22732
4866,97171
2875,26895
6814,58892
566,42407
0,660
2764,82907
7207,36652
2013,7987
565,29205
5754,79570
2487,5178
4060,10842
355,33388
4492,10842
230,18810
245,21194
1441,59641
246,21485
2504,11025
164,4644
720,18778
2923,42885
1541,2118
877,51817
46,6543
2434,79094
416,37174
3372,42299
902,985
6431,34087
2110,1055
3157,27568
68,8692
969,37935
15,3535
2074,74748
1027,19006
5,1022
1170,20010
4438,74787
4845,85619
1140,60493
7121,12116
1493,27600
173,15052
2986,54058
2414,78830
6573,27273
6359,102401
2379,78095
6699,36914
2642,8341
1363,1981
726,47622
2072,51887
2689,5221
6179,9485
255,22735
726,47817
971,54504
578,43178
6097,12682
1921,1962
4438,45965
255,22642
6695,11743
4829,17147
3348,10306
355,33343
7028,24528
2485,79920
193,16109
1179,11456
1191,61387
5662,99954
7036,104235
239,20347
2309,77217
4414,2781
4548,95520
4133,58457
338,31782
2329,77543
6459,102714
2905,15373
193,16255
2585,67076
2758,64444
1778,10229
5811,94261
282,3092
753,49079
2915,84699
1374,64863
3755,17180
4956,97501
4729,85477
741,48388
193,16068
5662,220
6731,103403
933,53747
5670,100027
4692,2707
2279,15525
1135,9564
4314,65174
2064,74607
94,10151
5954,11764
2020,4066
392,35695
195,1811
271,9245
197,16949
7181,71440
3958,4316
5166,11883
2708,82421
1590,4257
2581,50357
6870,11600
3298,7977
2886,84651
167,14851
60,6591
3501,2739
912,8859
574,645
234,19718
5648,85283
5846,528
6859,91694
2153,75394
245,21098
5357,73383
1229,1069
4067,93291
1179,4370
4012,85535
135,13234
578,27205
5662,84014
1170,60976
2917,15155
5310,2461
5809,85297
1378,8251
245,21117
718,46925
1041,56935
2698,72139
1102,58547
1029,44772
692,13838
578,11379
2774,38603
7218,63716
2248,76612
700,25045
2828,83765
3992,92787
260,24916
1278,19322
355,33287
2923,2680
175,15182
1457,29087
1165,2790
1516,16784
3207,598
3216,65222
906,33938
6606,14798
2939,84602
3377,88978
15,3523
6509,79116
254,977
1094,58268
529,41207
4383,5302
254,3050
1268,10052
1672,52399
1935,72817
6320,3587
4038,5153
4098,18038
2106,5257
2309,2595
6404,96
1158,6959
6248,36947
3074,38552
2064,74600
3604,2802
3618,8864
896,52083
1167,26086
330,30185
4833,67102
3298,2182
6812,69733
276,19793
898,52161
1662,69301
207,17546
7210,66819
134,12890
89,4584
3790,27606
5342,26332
2114,75155
1255,62515
523,2111
586,43831
302,2189
3872,63194
2211,75882
4566,95616
3475,89457
1225,61860
4833,42992
23,4195
2238,76489
4872,97198
1860,28753
1444,66206
1040,9992
6556,103047
1956,73099
259,24630
7349,22349
779,5309
603,43426
644,2739
1115,6561
3470,54484
7226,55298
2939,79686
3109,70725
2781,36296
1008,55590
4776,50364
1370,37098
65,8345
35,4369
2658,20004
1851,66755
5850,38551
967,54452
4635,95874
1027,29651
5971,97473
6100,74414
5734,29624
4091,25971
1988,2584
5132,8860
2744,2120
2995,29755
3231,36608
2001,2108
1251,62449
499,40443
3911,92160
3032,19800
5160,44189
1029,36677
2747,6912
1957,73257
5014,97727
2309,77258
482,39886
2362,77935
5923,45161
2030,30154
97,10371
959,54278
50,6769
1704,7987
307,28766
272,6663
6264,84704
1831,72002
1813,71705
64,7550
1546,607
2013,6401
662,616
2248,16634
5000,70059
14,2517
2880,23295
1310,1987
1487,27828
626,14571
2027,27204
12,2465
304,28557
6677,52284
3830,79401
135,12954
3211,51728
942,53870
7368,26281
182,3749
3659,90390
1161,33026
6352,67495
6346,13216
465,3587
1546,10279
2962,85937
2825,83697
972,28714
753,49066
2063,74589
2773,73878
1179,61154
7228,8349
2074,50089
3841,44722
930,52530
1689,10312
2939,6929
650,5252
110,9459
3476,4339
2943,1029
2853,78037
414,7714
527,41169
252,22092
6378,36811
852,5701
2560,36244
1990,73660
7300,64790
4306,16583
833,50863
2630,4363
3779,85424
6348,4374
242,20815
2773,82984
6085,73110
173,15098
2909,77586
4041,40535
43,5621
4495,82673
3892,26316
824,50729
5421,31732
4846,1122
5676,84307
6870,67233
6525,79576
2940,58746
9,1692
4921,77897
3824,24606
1139,60473
5215,98492
5644,58676
2051,38373
6083,9351
5775,56910
346,32608
1921,1113
1110,15042
6460,26237
2525,80616
1481,1019
6441,96275
2775,4369
477,5252
1225,61900
3859,91682
3771,38370
2195,75766
160,14528
4959,69487
4478,65949
4737,96390
2031,26427
5983,42316
930,53609
625,44462
625,44467
1272,2739
7336,58959
7112,64905
492,40188
100,10735
5414,49108
5987,11743
5783,100390
417,37214
887,37789
1961,26294
5979,83800
945,623
7004,104161
433,37745
1643,69011
3013,17882
