user,item
1125,95090
1125,103786
1125,99621
1125,89002
1125,79615
1125,94412
1125,52625
1125,75224
1125,57956
1125,43491
5891,95636
5891,29060
5891,27388
5891,7451
5891,35159
5891,38345
5891,65648
5891,50172
2864,72474
2864,1188
2918,95214
2918,22266
754,87687
754,77075
528,88035
528,63822
528,482
528,7709
528,5591
528,14042
528,31197
528,62351
528,46324
528,77228
6204,19928
1362,102541
1362,79680
1362,81265
1362,21539
1362,29790
1362,19313
1362,17760
1362,81583
5962,6608
5962,88430
5962,99621
5962,99186
5962,95426
5517,99417
5517,64371
5517,63538
5517,6772
5517,41545
5517,5202
5517,59890
5517,92517
5517,25111
5517,68765
1501,37819
1501,65176
1501,2453
1501,26005
1501,81512
1501,24815
1501,2850
1501,17296
1501,51523
1501,101332
3129,100263
3129,41537
3129,64067
3129,59113
3129,14625
2069,15212
3927,99617
3927,103869
1562,86273
1562,25948
1562,54019
1562,82044
1562,53578
1562,35247
1562,103317
1562,36892
1562,47867
1562,90124
176,74002
176,86165
176,15037
176,30849
176,46432
176,80758
176,43879
176,83459
176,40841
4021,86764
4021,65653
4021,104297
4021,36817
4021,9466
4021,28112
4021,42222
4021,13936
4021,31074
1163,69904
1163,94833
1163,9161
1163,10670
1163,45694
1163,64361
1163,93258
1163,22858
1163,66974
1163,86152
4705,55241
4705,102160
1652,6479
1652,69099
1652,102207
1652,98944
1652,4129
1652,80372
1652,87755
1652,14590
1652,97917
1652,43417
1055,100574
1055,1297
1055,6376
4479,79524
4479,34122
4443,78587
4443,28884
4443,81770
4443,28339
4443,62393
4443,78056
4443,29291
4443,68197
4443,95015
4443,38567
4280,94086
1029,65914
1029,103171
1029,42280
1806,103911
1806,35208
1806,13415
1806,23014
1806,68287
1806,74494
1806,74778
1806,50157
1806,85643
1806,53101
6247,42132
6359,49987
6359,33615
4177,10281
4177,46762
1004,95696
1004,26049
1004,103427
1004,27278
1004,36601
1004,21686
1004,47501
1004,39187
1004,62029
1004,55181
271,90223
271,86698
271,86772
271,80766
271,101803
271,72455
271,80092
271,26477
271,36112
271,42898
6263,62389
6193,101932
6193,65521
1378,96683
1378,101968
1378,80513
1378,93499
