user,item
2918,87149
2918,66804
2918,45979
2918,36864
2918,60914
2918,76876
2918,1228
2918,72359
2918,103593
2918,52124
6204,35459
6204,30277
6204,102041
6204,14911
6204,31521
6204,10024
6204,52863
6204,45661
6204,102040
6204,14561
5962,16244
5962,85906
5962,34393
5962,20806
5962,23890
5962,35557
5962,4004
5962,78066
5962,74416
5962,43574
3129,41160
3129,98436
3129,45765
3129,22761
3129,90390
3129,16337
3129,4834
3129,14070
3129,91165
3129,73385
2069,38272
2069,86989
2069,1148
2069,5505
2069,6528
2069,53526
2069,75121
2069,82462
2069,16898
2069,84462
3927,69306
3927,36500
3927,81663
3927,79447
3927,27049
3927,5590
3927,21692
3927,42620
3927,36474
3927,48281
4705,44413
4705,93777
4705,103432
4705,38031
4705,76090
4705,51908
4705,45369
4705,71984
4705,46112
4705,65752
1055,86638
1055,78097
1055,56590
1055,93697
1055,38446
1055,70403
1055,50478
1055,88210
1055,49294
1055,68487
4280,84727
4280,28745
4280,88665
4280,104952
4280,76406
4280,44826
4280,41041
4280,18464
4280,99302
4280,62902
4470,90917
4470,97435
4470,9242
4470,93649
4470,4557
4470,83192
4470,50873
4470,48649
4470,11900
4470,92219
1029,3624
1029,100108
1029,35322
1029,68175
1029,98115
1029,70392
1029,49005
1029,85372
1029,1153
1029,89712
6247,52622
6247,26522
6247,65909
6247,104432
6247,72449
6247,41090
6247,48778
6247,78896
6247,96997
6247,102021
6359,95558
6359,45193
6359,75086
6359,62063
6359,78164
6359,36263
6359,17961
6359,90454
6359,33205
6359,88471
6263,60143
6263,54260
6263,103293
6263,48010
6263,54748
6263,79824
6263,95435
6263,4370
6263,93966
6263,96153
6193,99388
6193,96117
6193,40266
6193,49796
6193,26658
6193,70868
6193,80845
6193,13114
6193,81890
6193,39666
6713,105100
6713,5140
6713,74339
6713,44699
6713,66758
6713,78374
6713,9256
6713,82729
6713,63643
6713,47211
6102,39973
6102,80689
6102,91094
6102,48816
6102,91208
6102,91332
6102,27772
6102,84651
6102,9372
6102,44208
3893,46979
3893,96964
3893,89533
3893,54591
3893,419
3893,104869
3893,101978
3893,51660
3893,11534
3893,74295
4406,71328
4406,48403
4406,43735
4406,14516
4406,22155
4406,33984
4406,58031
4406,72480
4406,7194
4406,49545
2688,1509
2688,64805
2688,6661
2688,2551
2688,15879
2688,70425
2688,31682
2688,91681
2688,104537
2688,1844
6553,70716
6553,46100
6553,20051
6553,82828
6553,99435
6553,87049
6553,50843
6553,38260
6553,32943
6553,101604
3851,10303
3851,81206
3851,40490
3851,92839
3851,3943
3851,54806
3851,69053
3851,45974
3851,98802
3851,77124
2095,70613
2095,9326
2095,35552
2095,62369
2095,13198
2095,66415
2095,4035
2095,32608
2095,86911
2095,53489
2890,62144
2890,95657
2890,92956
2890,96926
2890,76558
2890,37161
2890,32618
2890,63390
2890,94366
2890,80056
2575,61424
2575,96391
2575,72230
2575,72676
2575,98361
2575,61577
2575,101348
2575,21469
2575,54543
2575,79586
4758,27243
4758,101071
4758,83547
4758,13786
4758,76330
4758,64756
4758,36974
4758,82214
4758,100100
4758,70945
2831,63558
2831,31365
2831,70629
2831,47012
2831,68484
2831,48678
2831,46499
2831,96479
2831,105084
2831,81286
5872,13206
5872,32114
5872,50675
5872,97211
5872,79798
5872,49992
5872,94383
5872,52720
5872,43360
6464,13165
6464,58975
6464,89960
6464,85263
6464,48276
6464,100767
6464,41962
6464,104155
6464,24030
6464,50229
2450,101445
2450,94412
2450,772
2450,58713
2450,80579
2450,70402
2450,18699
2450,99805
2450,82862
2450,25719
2378,94611
2378,59111
2378,91498
2378,52399
2378,14510
2378,95947
2378,51187
2378,38883
2378,50172
2378,25016
2826,79031
2826,88093
2826,94649
2826,93885
2826,2024
2826,88779
2826,86324
2826,77634
2826,100058
2826,94212
6029,46843
6029,89920
6029,69143
6029,4543
6029,96681
6029,89411
6029,99345
6029,99177
6029,62801
6443,92906
6443,57114
6443,59085
6443,67776
6443,78257
6443,2740
6443,51727
6443,6180
6443,85151
6443,55048
1584,56841
1584,101509
1584,55783
1584,63399
1584,41856
1584,46309
1584,75441
1584,21362
1584,30851
1584,59327
5114,90377
5114,87056
5114,49300
5114,55331
5114,78000
5114,46100
5114,69500
5114,13643
5114,70444
5114,81990
4796,5626
4796,18289
4796,36750
4796,6698
4796,34247
4796,38931
4796,80633
4796,8455
4796,70100
4796,54973
7087,83440
7087,51192
7087,18560
7087,68982
7087,37859
7087,80561
7087,100339
7087,72666
7087,68061
7087,757
5697,8308
5697,99198
5697,8096
5697,93985
5697,35174
5697,66084
5697,50451
5697,66974
1444,329
1444,27830
1444,60749
1444,70998
