user,item
2918,85161
6204,51233
5962,68511
3129,48415
2069,11595
3927,92272
4705,96205
1055,6912
4280,8873
4470,75345
1029,29621
6247,49969
6359,34592
6263,84305
3927,23253
6193,21302
6713,56927
6102,19631
3893,92017
4406,51446
2688,82195
6553,41460
3851,7668
2095,74962
2890,921
2575,81199
4758,58799
2831,83800
5872,100725
6464,79310
2450,79470
2378,2038
2826,2584
6029,101339
6443,77986
1584,68280
5114,98086
4796,62907
7087,66681
5697,100090
1444,46511
3876,9913
1813,33832
3141,490
574,42817
6692,42808
3794,38306
5747,100233
2696,53220
2412,1371
2855,51500
2943,10048
2249,76645
6995,16634
3370,74181
6014,64639
2933,42992
4994,91153
6988,70900
6050,51321
7218,60211
2658,12876
4029,27102
2378,58830
5540,99456
5494,70285
1494,31700
6009,31793
3851,91565
2448,26376
6760,103454
6068,82491
3771,63060
7112,51817
336,31618
3745,26166
2412,78665
256,17220
3040,40301
280,24354
3144,47802
5871,100713
2394,78416
2446,70723
2279,8860
1712,26427
5910,6754
5660,4566
6637,5203
6345,4369
3801,46508
5546,75435
2880,632
2330,77567
4420,490
4866,97171
2875,26895
6814,58892
2764,82907
7207,36652
2013,7987
5754,79570
4060,10842
4492,10842
2923,42885
2434,79094
3372,42299
6431,34087
3157,27568
2074,74748
4845,85619
7121,12116
2986,54058
2414,78830
6573,27273
6359,102401
6699,36914
2689,5221
6179,9485
6097,12682
6695,11743
4829,17147
5662,99954
7036,104235
2329,77543
6459,102714
2905,15373
2585,67076
2758,64444
2915,84699
3755,17180
4956,97501
4729,85477
741,48388
5662,220
4692,2707
2279,15525
5954,11764
7181,71440
2708,82421
2581,50357
2886,84651
574,645
234,19718
5648,85283
5846,528
6859,91694
2153,75394
5357,73383
4012,85535
5662,84014
2917,15155
1041,56935
2698,72139
2774,38603
2248,76612
2828,83765
2923,2680
6606,14798
2939,84602
6509,79116
1268,10052
1935,72817
6320,3587
4038,5153
6248,36947
4833,67102
6812,69733
7210,66819
3790,27606
5342,26332
3872,63194
3475,89457
1225,61860
4833,42992
2238,76489
1444,66206
6556,103047
1956,73099
7349,22349
7226,55298
2939,79686
3109,70725
2781,36296
4776,50364
2658,20004
5850,38551
5971,97473
6100,74414
5132,8860
2744,2120
2995,29755
3231,36608
3911,92160
5160,44189
2747,6912
2030,30154
1704,7987
6264,84704
1813,71705
2013,6401
2248,16634
2880,23295
1487,27828
3830,79401
3211,51728
7368,26281
6352,67495
6346,13216
2825,83697
2773,73878
7228,8349
3841,44722
3476,4339
2943,1029
2853,78037
6378,36811
2560,36244
1990,73660
7300,64790
3779,85424
6348,4374
2773,82984
6085,73110
2909,77586
4041,40535
3892,26316
5676,84307
6525,79576
2940,58746
3824,24606
5215,98492
5644,58676
2051,38373
6083,9351
5775,56910
6460,26237
6441,96275
2775,4369
1225,61900
3859,91682
3771,38370
4959,69487
4737,96390
2031,26427
5983,42316
7336,58959
7112,64905
5414,49108
5783,100390
1961,26294
5979,83800
2149,61557
5779,24980
2280,48876
2867,27568
6193,42660
3866,11625
7303,24212
2784,74430
5078,60764
6434,6372
4156,38480
6097,101637
7327,33990
5340,82139
6535,102959
6460,21289
373,34640
3880,25974
2287,4849
2441,79246
